Project,Bug ID,Severity Label,Resolution Status,Short Description
Thunderbird,669615,normal,FIXED,Feature request:  Downloads window
Thunderbird,460930,normal,FIXED,blank (and useless) download manager window appears when I save attachment file(s) in  thunderbird
Thunderbird,472959,major,FIXED,"changes to junk settings are not saved, or applied, after pressing ""OK"" from GUI."
Thunderbird,636014,normal,FIXED,[autoconfig] Align labels and textfields
Thunderbird,708702,trivial,FIXED,Use defaultPrevented instead of the deprecated getPreventDefault() in front-end code
Thunderbird,723863,normal,FIXED,Standalone Message window toolbar doesn't show personas
Thunderbird,725685,normal,FIXED,"Permanent orange: TEST-UNEXPECTED-FAIL | folder-display, message-window, tabmail | various"
Thunderbird,726301,normal,FIXED,SummaryFrameManager logic is wrong
Thunderbird,705431,normal,FIXED,make handling of attachments with missing or broken filenames more robust
Thunderbird,545771,normal,FIXED,Double accesskey 'n' for 'Unsubscribe' and 'Preferences' for newsgroups
Thunderbird,606934,normal,FIXED,We don't register Thunderbird as the default .eml handler
Thunderbird,727154,normal,FIXED,Permanent orange: TEST-UNEXPECTED-FAIL |test-message-filters.js | test-message-filters.js::test_address_books_appear_in_message_filter_dropdown
Thunderbird,720420,normal,FIXED,Context menu in Compose Window has non-functional and unrelated options
Thunderbird,726942,normal,FIXED,Drop redundant general.useragent.extra.thunderbird preference
Thunderbird,723112,normal,FIXED,attachment reminder bar is too tall
Thunderbird,723360,critical,FIXED,crash nsMsgAccountManager::removeListenerFromFolder
Thunderbird,397975,normal,FIXED,"With multiple identities defined, incorrect identity is automatically selected as described below."
Thunderbird,717225,normal,FIXED,Figure out why folderTree.json is getting corrupted or keep a backup of it
Thunderbird,517509,minor,FIXED,drag and drop rss feed link from browser to folderpane does nothing
Thunderbird,525628,normal,FIXED,"Mouse overing on ""Other actions"" button, resize message header height in some cases"
Thunderbird,580017,critical,FIXED,EML files in attachments can't be opened (Empty attachments)
Thunderbird,670976,normal,FIXED,aFolder is undefined - in folderWidgets.xml
Thunderbird,716621,normal,FIXED,Folder labels with with new messages are misaligned in folder pane
Thunderbird,716481,normal,FIXED,Spellcheck icon stays disabled if clicking on a mailto link with a subject parameter
Thunderbird,721249,trivial,FIXED,Tab-bar buttons are slightly too small
Thunderbird,722687,normal,FIXED,Restart message looks unstyled
Thunderbird,727851,trivial,FIXED,Use getSpecialFolderString() in folderWidgets.xml._setCssSelectors
Thunderbird,728553,normal,FIXED,Better styling for checked QFB button on mail-toolbox under OS X
Thunderbird,717264,normal,FIXED,Remove Quick Filter Bar toggle button from tab toolbar
Thunderbird,729197,normal,FIXED,Make Quickfilter bar toggle work for glodaList tabs
Thunderbird,728309,normal,FIXED,Re-enable mail toolbar in Message tab
Thunderbird,719008,normal,FIXED,make it possible to make a new search from the search tab
Thunderbird,574735,minor,FIXED,"Irritating popup message ""Connection ... timed out"" repeats approx every 2-3 minutes"
Thunderbird,714337,normal,FIXED,quickfilter bar doesn't remember its icon button state
Thunderbird,721506,normal,FIXED,Aero theme: Message summary toolbar looks crappy
Thunderbird,730043,normal,FIXED,Checked QFB button should better work with Personas
Thunderbird,728810,normal,FIXED,Port bug 553092 - Initialise the permissions manager only on startup
Thunderbird,730211,normal,FIXED,Drop Windows 2000 support for c-c
Thunderbird,728493,normal,FIXED,Add Lion window opening animation (zoom on creation) to Thunderbird
Thunderbird,709273,normal,FIXED,Test Pilot Week in the Life study doesn't seem to monitor Thunderbird's memory
Thunderbird,668869,normal,FIXED,port ffox work to lazily load libxul to speed up start-up perf and remove wrapper startup script
Thunderbird,728897,normal,FIXED,"""Search All Messages"" should be just ""Search"""
Thunderbird,730239,normal,FIXED,Account provisionner: String change
Thunderbird,728964,normal,FIXED,Crash when 'About Thunderbird' is clicked
Thunderbird,731590,normal,FIXED,Update search engine list for Thunderbird
Thunderbird,718427,normal,FIXED,fat line in compose window
Thunderbird,728101,normal,FIXED,Global search box shrinks when selected
Thunderbird,731907,normal,FIXED,Canceling sending e-mail removes attached file from hard drive.
Thunderbird,728936,normal,FIXED,Drop jquery*.min.js from test pilot
Thunderbird,730803,normal,FIXED,Don't ship unnecessary files with test pilot
Thunderbird,723908,normal,FIXED,Dark toolbars use wrong text colour on Linux
Thunderbird,728094,minor,FIXED,Splitter is very fat in wide view
Thunderbird,731889,normal,FIXED,"variable event redeclares argument: let event = document.createEvent(""Events"");"
Thunderbird,717976,normal,FIXED,"[Thunderbird] Investigate getBrowserURL() which returns (SeaMonkey) ""chrome://navigator/content/navigator.xul"""
Thunderbird,730072,normal,FIXED,Quick Filter Toggle is gone (or doesn't move from tabbar toolbar) on upgrade to TB 11 with Enigmail and/or Lightning installed
Thunderbird,733517,normal,FIXED,Update Bing search
Thunderbird,612710,normal,FIXED,Bugs found during testing of Thunderbird 3.3 Alpha 1 release candidates - (3.3a1)
Thunderbird,524434,normal,FIXED,Bugs found during testing of Thunderbird 3.0 RC1 - (3.0rc1)
Thunderbird,566571,normal,FIXED,Bugs found during testing of Thunderbird 3.1 RC 1 release candidates - (3.1rc1)
Thunderbird,641455,normal,FIXED,Bugs found during testing of Thunderbird 3.3 Alpha 3 release candidates - (3.3a3)
Thunderbird,570471,normal,FIXED,Bugs found during testing of Thunderbird 3.1 RC 2 release candidates - (3.1rc2)
Thunderbird,731262,normal,FIXED,Compile warnings cleanup
Thunderbird,732372,normal,FIXED,Search fails - a.contact is undefined in gloda.js
Thunderbird,734384,critical,FIXED,"Trunk build fails, complaining with ""nsMsgDBFolder.cpp:179:88: error: no matching function for call to â€˜NS_RegisterStaticAtoms(const nsStaticAtom [21], unsigned int)â€™"""
Thunderbird,731947,normal,FIXED,Permanent Orange: TEST-UNEXPECTED-FAIL | test-plugins-policy.js - Plugins no longer being blocked in email on trunk
Thunderbird,731932,normal,FIXED,Change attachment events in the composer to be window-local
Thunderbird,727818,normal,FIXED,reloading full group list every time
Thunderbird,718480,normal,FIXED,unable to save new message as file [regression]
Thunderbird,735108,normal,FIXED,Thick black border around tabs
Thunderbird,731532,normal,FIXED,Fix issues in test pilot validation
Thunderbird,735206,normal,FIXED,Permanent orange: TEST-UNEXPECTED-FAIL | test-cloudfile-backend-yousendit.js test-cloudfile-backend-dropbox.js | test_chained_uploads
Thunderbird,735219,normal,FIXED,Cannot login to twitter with Instant messaging
Thunderbird,735301,normal,FIXED,IM in TB: Refocus chat tab does not update window caption; improve chat tab caption
Thunderbird,735398,normal,FIXED,Tabs in Attachments pane in preferences dialog don't persist last used tab causing Permanent Orange | test-attachments-pane.js | test_persist_tabs
Thunderbird,735380,normal,FIXED,Signature switching in plaintext compose doesn't work
Thunderbird,735668,normal,FIXED,Assertion failure / crash when linking to a YouSendIt account
Thunderbird,721381,normal,FIXED,Create BigFiles storage account management tool
Thunderbird,736049,normal,FIXED,L10n repacks broken with Instant Messaging landing
Thunderbird,736040,normal,FIXED,"When disabling Filelink in the preferences dialog, the preferences UI for accounts should also be disabled"
Thunderbird,736571,normal,FIXED,Forwarded mail is incorrectly presented in the editor.
Thunderbird,667241,normal,FIXED,huge aero glass area at top of tbird main window needs to go away
Thunderbird,736441,normal,FIXED,fix test descriptions in mozmill/composition
Thunderbird,737396,normal,FIXED,"Remove the unnecessary and incorrect 'service,' at the start of cloud file category definitions"
Thunderbird,733802,normal,FIXED,Various issues in webSearchProvider.js
Thunderbird,737028,normal,FIXED,Re-enable pedantic builds on Linux 32 bit mozconfigs
Thunderbird,737014,normal,FIXED,Thunderbird Daily Does Not Add Newline Between -- And Signature
Thunderbird,735282,normal,FIXED,Missing border in activity manager window
Thunderbird,736819,normal,FIXED,statusMessage changes width when in editing mode.
Thunderbird,716217,normal,FIXED,TB: Keyboard Shortcuts broken(?)/wrong/incomplete in documentation: Ctrl+U
Thunderbird,730483,normal,FIXED,Remove dropped prefixes from comm-central
Thunderbird,730701,normal,FIXED,Difficult to determine active tab.  Insufficient color contrast.
Thunderbird,716214,normal,FIXED,"TB: Keyboard Shortcuts broken(?)/wrong/incomplete in documentation: Ctrl+0, Ctrl++, Ctrl+-"
Thunderbird,735240,normal,FIXED,Bigfiles: Failures when account creation is cancelled
Thunderbird,738451,normal,FIXED,Permanent orange for release builds TB 12 & later: TEST-UNEXPECTED-FAIL | test-eml-subject.js
Thunderbird,738367,trivial,FIXED,Avoid undefined properties JS warnings caused by imIncomingServer.js
Thunderbird,735339,normal,FIXED,The 'Get mail' drop down shouldn't list IM accounts
Thunderbird,736434,normal,FIXED,Attempting to set a null username to an imIncomingServer error
Thunderbird,736035,major,FIXED,Chat accounts sometimes disappear from the Account Settings dialog
Thunderbird,736486,normal,FIXED,Next unread message over multiple accounts with a IM account set up doesn't work
Thunderbird,738241,normal,FIXED,Filelink account setup providers menulist should contain their respective icons
Thunderbird,736155,normal,FIXED,Outgoing attachments management pane seems squeezed on OSX
Thunderbird,739210,normal,FIXED,"No ""secure"" icon in Dropbox OAuth window on Windows Aero"
Thunderbird,738243,normal,FIXED,Filelink  account setup dialog fro YouSendIt is not nicely aligned
Thunderbird,732379,minor,FIXED,send window is roundish and lacks border at top
Thunderbird,733496,trivial,FIXED,convert mail/components/addrbook/content to Services.jsm
Thunderbird,735673,normal,FIXED,chat - right sidebar splitter is fat
Thunderbird,737955,major,FIXED,Filelink: deleting a Filelink Dropbox account should delete the corresponding credentials
Thunderbird,734734,normal,FIXED,build failure at thunderbird.mdimporter on case-sensitive filesystem
Thunderbird,585279,normal,FIXED,TEST-UNEXPECTED-FAIL | test-message-header.js | test_toolbar_collapse_and_expand (The header box should have returned to its wide size!)
Thunderbird,370077,normal,FIXED,blockquote not rendered as an indented block
Thunderbird,734736,normal,FIXED,Port Bug 734374 to Thunderbird [Australis theme]
Thunderbird,517168,trivial,FIXED,When there is no profile/emails yet gloda send warnings in the console
Thunderbird,739228,trivial,FIXED,"""Interface module loaded."" in the error console is noise"
Thunderbird,738711,normal,FIXED,The rootMsgFolder getter of imIncomingServer is sometimes called
Thunderbird,737870,normal,FIXED,"The ""minutes of inactivity"" text is cut in the Chat prefpane"
Thunderbird,735335,normal,FIXED,Participant list of IRC channels isn't finished
Thunderbird,735347,normal,FIXED,"Prefing off the IM feature should also hide the ""Chat"" preference pane"
Thunderbird,735701,normal,FIXED,Add Contact and Join Chat buttons should be disabled if no accounts are present
Thunderbird,738907,critical,FIXED,Bad failure: Saving drafts with attachments closes TB application
Thunderbird,637651,minor,FIXED,"""Creating account"" wording is a bit confusing"
Thunderbird,735217,normal,FIXED,Status icons styled incorrectly
Thunderbird,737466,normal,FIXED,"The Twitter icon should be their bird logo rather than a ""t""."
Thunderbird,738982,normal,FIXED,TB-IM: Style the Chat window system friendlier
Thunderbird,739051,minor,FIXED,remove msgComposeService global variables from mail/base/content
Thunderbird,737892,normal,FIXED,Additional cleanup of Thunderbird Test Pilot
Thunderbird,514666,normal,FIXED,Ignored exception in EditCardOKButton: subdirectory.indexOf is not a function
Thunderbird,736055,normal,FIXED,Various issues with FileLink
Thunderbird,737348,normal,FIXED,Filelink notifification should display a 'What's this ?' link to a Filelink feature description
Thunderbird,740035,normal,FIXED,Port Bug 734371 [Adjust toolbar color for Australis]
Thunderbird,740680,normal,FIXED,"TB-IM: Remove ""#!"" from copying Twitter's tweet url"
Thunderbird,740749,normal,FIXED,Start a new conversation in IRC does not open the conversation
Thunderbird,714485,normal,FIXED,Too much aero glass in compose window
Thunderbird,739683,normal,FIXED,chat - selected items don't look as such on linux
Thunderbird,737941,major,FIXED,Sent emails containing a Filelink appear as containing a (fake) attachment
Thunderbird,537378,normal,FIXED,search messages should always work - doesn't open if no folder or account selected in folder pane
Thunderbird,482080,normal,FIXED,new message created from compose is forced to default account when another account is selected
Thunderbird,737080,normal,FIXED,Some Certificates Advanced Option windows are fixed to 600x400 in size.
Thunderbird,742013,normal,FIXED,Test pilot isn't being shipped on all channels
Thunderbird,722355,trivial,FIXED,"[TB] On about:support, ""Profile Directory"" should be ""Profile Folder"""
Thunderbird,732144,minor,FIXED,Warning: reference to undefined property this.maxAddressesBeforeMore
Thunderbird,739181,normal,FIXED,Chat - The contact info header in the sidebar incorrectly gets a persona background.
Thunderbird,739208,trivial,FIXED,CSS warning when the account provisioner is displayed
Thunderbird,739585,normal,FIXED,chat - ugly focus rings going on in right
Thunderbird,739782,minor,FIXED,test_saveTemplate.js: mailServices.js is not in gre
Thunderbird,740852,normal,FIXED,No IM icons in Customize window
Thunderbird,739912,minor,FIXED,Remove obsolete workaround pref editor.quotesPreformatted in TB
Thunderbird,740956,normal,FIXED,"Cancelling uploads to Dropbox does not work, and is unavailable for YouSendIt"
Thunderbird,739986,normal,FIXED,Random orange: TEST-UNEXPECTED-FAIL |test-cloudfile-backend-dropbox.js | test-cloudfile-backend-dropbox.js::test_oauth_complete_causes_logout
Thunderbird,712322,normal,FIXED,Combine awful customize window hackery in test-tabmail-customize.js and test-header-toolbar.js
Thunderbird,718342,normal,FIXED,"Add ""Reply to Sender"" button to message header for NNTP posts"
Thunderbird,738374,normal,FIXED,Random orange: TEST-UNEXPECTED-FAIL | test-message-header.js | test-message-header.js::test_clicking_star_opens_inline_contact_editor
Thunderbird,720724,normal,FIXED,"""A week in the life of Thunderbird"" launch live"
Thunderbird,736881,normal,FIXED,Improve calculation of attached message size
Thunderbird,619843,minor,FIXED,"No preferences for search dialog checkboxes ""Search subfolders"" and ""Run search on server"""
Thunderbird,738052,trivial,FIXED,Noise in the error console due to broken CSS when opening the preference window
Thunderbird,739279,normal,FIXED,Polish required in YouSendIt setup dialog
Thunderbird,744865,critical,FIXED,Build fails with: Undefined symbols: nsEudoraHTMLImageElement::MozRequestPointerLock() and nsOutlookHTMLImageElement::MozRequestPointerLock
Thunderbird,737349,normal,FIXED,Filelink account set up should contain a link to the selected provider product description
Thunderbird,744061,normal,FIXED,Random orange: SUMMARY-UNEXPECTED-FAIL | test-address-book.js | test-address-book.js::setupModule
Thunderbird,740502,normal,FIXED,Opening a previous conversation causes character encoding error
Thunderbird,738487,normal,FIXED,"having 'JS test' IM account configured produces many warnings in the Error console, most of them problems with enumerating accounts."
Thunderbird,739222,normal,FIXED,Noise in the terminal at startup if no default account
Thunderbird,742638,normal,FIXED,Part and Quit messages get recoded however the character set is UTF-8
Thunderbird,745188,normal,FIXED,Remove erroneous language parameters to XHTML headers
Thunderbird,743224,normal,FIXED,TB-IM: conv-top-info unreadable with Ubuntu default theme
Thunderbird,744004,normal,FIXED,filelink doesn't handle being offline correctly.
Thunderbird,738299,normal,FIXED,Need notification bar when Filelink upload begins
Thunderbird,742725,normal,FIXED,Filelink offer reappears after converting a large file back to a regular attachment
Thunderbird,742459,normal,FIXED,Converting between storage service providers does not remove the old attachment URL
Thunderbird,742538,normal,FIXED,Removing Filelink's from message body causes subsequent Filelink insertions to fail
Thunderbird,742469,normal,FIXED,Warning: Expected color but found 'none'.
Thunderbird,746138,normal,FIXED,switch to production YSI server
Thunderbird,739631,normal,FIXED,Filelink account management pane in preferences dialog needs styling polish for Windows XP
Thunderbird,735286,minor,FIXED,Missing chat inverse icon
Thunderbird,743181,normal,FIXED,Filelink account summary shows wrong calculation for total & free space
Thunderbird,745395,major,FIXED,Replying to attached emails doesn't show the original message
Thunderbird,745950,normal,FIXED,autoconfig user name probing fails if there is a cert error
Thunderbird,721369,normal,FIXED,"Dialog ""Add Security Exception"" does not show when autoconfiguring TB10"
Thunderbird,734688,normal,FIXED,OpenSearch broke session history for content tabs
Thunderbird,745879,normal,FIXED,OAuth dialog url and secure icon not vertically aligned properly
Thunderbird,746590,normal,FIXED,"Fix in-tree mozconfigs to specify correct gcc location for Firefox Automation, and add missing mozconfig files"
Thunderbird,746309,normal,FIXED,Filelink uploads started from the offer notification bar has broken interaction
Thunderbird,746200,normal,FIXED,"YouSendIt file deletion breaks, with ""Gateway Timeout"" error"
Thunderbird,323159,normal,FIXED,"""Trust junk mail headers set by:"" should be logged in Junk Mail Log, not message filter log"
Thunderbird,741733,major,FIXED,No indication of focus on selected tagged messages
Thunderbird,449812,trivial,FIXED,"useless ""select all"" context menu entry"
Thunderbird,744923,normal,FIXED,Better wording in the Filelink add account dialog
Thunderbird,746037,trivial,FIXED,Message tab has 1px margin on the left
Thunderbird,696689,normal,FIXED,RSS sub-folders do not update
Thunderbird,746320,normal,FIXED,Disable what's new page for Thunderbird 12
Thunderbird,747328,normal,FIXED,Don't hard-code the update channel in the nightly mozconfigs
Thunderbird,746554,normal,FIXED,Dropbox and YouSendIt preference panes need margins next to used/unused storage counts
Thunderbird,746737,normal,FIXED,Filelink URL insertion should not move the users selection point
Thunderbird,747165,normal,FIXED,Chat icons not shown on Aero in small icon mode
Thunderbird,561043,minor,FIXED,RSS feed with large URLs causes buttons of UI to disappear off right end of screen.
Thunderbird,542300,normal,FIXED,I cannot add a pre-deleted RSS feed
Thunderbird,553942,critical,FIXED,"Thunderbird 2.0 to 3.0 upgrade deleted contents of RSS feed folders, colons (:), slash(/) in folder names on Mac OS X"
Thunderbird,542213,major,FIXED,Message Pane blank for all messages after reply to Usenet message when RSS folders exist
Thunderbird,747743,normal,FIXED,Mojibake in context menus on the chat conversation
Thunderbird,747362,normal,FIXED,No account selected when opening the account settings dialog while the inbox of the unified view is selected
Thunderbird,742238,major,FIXED,Unified view loses some folders and does not allow reset
Thunderbird,735702,normal,FIXED,"The ""Show Accounts"" button doesn't have an icon"
Thunderbird,746307,normal,FIXED,FileLink prefs gets a empty space on the right if Lightning is installed
Thunderbird,747896,normal,FIXED,Remove hardcoded space inserted before success.title.after (accountProvisioner.dtd)
Thunderbird,742235,normal,FIXED,Instant Messaging UI does not fit in small screens
Thunderbird,746294,normal,FIXED,Tagged message headers in thread pane are really hard to read in Windows 7 Aero Glass.
Thunderbird,746725,normal,FIXED,Give Filelink notification toggle and spinner a bit more bottom margin
Thunderbird,747856,normal,FIXED,Add Win 64 bit mozconfigs and fix Mac universal mozconfigs
Thunderbird,748322,normal,FIXED,Preffing of the chat feature doesn't disable the gloda IM integration
Thunderbird,740358,normal,FIXED,The Chat tab should reopen itself automatically only for messages directed to the user
Thunderbird,748323,normal,FIXED,Disable the chat feature in Thunderbird 13 beta
Thunderbird,747593,normal,FIXED,Attachment File Name is Hard to Read with Aero and a Dark Desktop Background
Thunderbird,747800,minor,FIXED,Fix code causing |Warning: function xyz does not always return a value|
Thunderbird,748742,normal,FIXED,Drop ccache options from Mac debug mozconfigs and make the mac32 bit mozconfig work properly
Thunderbird,748744,normal,FIXED,Update windows mozconfigs to pull from common location file
Thunderbird,748215,normal,FIXED,use v2 user info with YSI to get storage values
Thunderbird,748799,normal,FIXED,Extra link inserted into Filelink emails on receiver's end
Thunderbird,744010,normal,FIXED,YouSendIt management pane does not display used or remaining storage
Thunderbird,590226,normal,FIXED,Notification bar for Junk Mail is not very informative
Thunderbird,750491,normal,FIXED,Some of the in-tree mozconfigs are missing --skip-comm
Thunderbird,740765,normal,FIXED,Starting or selecting a conversation with the mouse should focus the input box immediately
Thunderbird,748388,normal,FIXED,Twitter icon also shows for gtalk accounts
Thunderbird,749552,normal,FIXED,The Command+K keyboard shortcut should select for chat search box when the chat tab is selected
Thunderbird,750691,normal,FIXED,Permanent orange: TEST-UNEXPECTED-FAIL | test-cloudfile-backend-yousendit.js | test-cloudfile-backend-yousendit.js::teardownTest
Thunderbird,750652,normal,FIXED,MACOSX_DEPLOYMENT_TARGET mismatch when installing mozmill on 10.7 machines
Thunderbird,750669,normal,FIXED,Update in-tree mozconfigs for running mac builds on Mac 10.7 based builders
Thunderbird,739639,normal,FIXED,forwarding message puts cursor at beginning instead of end
Thunderbird,741998,normal,FIXED,Implement Australis toolbar button design
Thunderbird,750080,critical,FIXED,Segmentation fault when writing email with no account created
Thunderbird,751679,normal,FIXED,Update AUS server for Thunderbird
Thunderbird,751871,normal,FIXED,"After upgrade refuses to start - crashes with ""Terminate called without an active exception"" in terminal."
Thunderbird,751971,normal,FIXED,Permanent orange: TEST-UNEXPECTED-FAIL | test-about-support.js | test-about-support.js::test_copy_to_clipboard_public test-about-support.js::test_copy_to_clipboard_private
Thunderbird,751911,normal,FIXED,"Thunderbird starts in a broken state (unresponsive buttons, no thread / folder pane, etc)"
Thunderbird,752335,normal,FIXED,Lots of Permanent oranges since CPG landed: Test Failure: controller(): Window could not be initialized.
Thunderbird,751592,normal,FIXED,Windows debug builders failing due to error in Root.h / Upgrade to Windows 2010
Thunderbird,742674,minor,FIXED,"Instant messenger status window dimensions (width and height) too small, text gets cropped"
Thunderbird,743235,normal,FIXED,Search emails and IM conversations at once with gloda
Thunderbird,735292,normal,FIXED,IM in TB: Fix wrong focus; improve focus ring and initial focus with no chat accounts set up
Thunderbird,748830,minor,FIXED,Account Setup Wizard loaded on every startup
Thunderbird,748400,normal,FIXED,"Filelink add account dialog's ""Learn More"" looks strange when no more accounts can be added."
Thunderbird,709799,normal,FIXED,monochrome toolbar icons to match Lion
Thunderbird,743629,normal,FIXED,Implement the Australis tabs on Aero
Thunderbird,508776,normal,FIXED,"When closing a ""New message"" tab focus goes to the adiacent tab instead of the most recent"
Thunderbird,750789,normal,FIXED,Hide YouSendIt graph / stats if they don't finish their API in time
Thunderbird,754621,normal,FIXED,"Downloaded latest version 12.0.1 - Tried to use Help and recevied ""The webpage cannot be found"""
Thunderbird,684302,normal,FIXED,Quick Filter Read Icon Different From Read Column Icon
Thunderbird,684865,normal,FIXED,"When receiving a new email, the notification doesn't display the email address of the sender when he has no name"
Thunderbird,752347,normal,FIXED,Alltabs graphic is displayed in the wrong vertical orientation
Thunderbird,753478,minor,FIXED,large icon versions in qute/mail/messageHeader.css not used and should be removed
Thunderbird,742644,normal,FIXED,"IRC / Chat Account Wizard / Select Server textfield displays ""and server"" text in Username field if it is empty"
Thunderbird,753709,minor,FIXED,JS error when pressing space on a Chat or Gloda facet view tab
Thunderbird,754824,normal,FIXED,The highlight is off by a few characters in the search result view when some characters are UTF8 encoded on 4 bytes
Thunderbird,753807,normal,FIXED,Land in comm-central Instantbird's changes to chat/
Thunderbird,740451,normal,FIXED,"IRC account cannot be created (uncaught exception, NS_ERROR_FILE_TOO_BIG in mozIStorageConnection.setGrowthIncrement)"
Thunderbird,753691,normal,FIXED,Changing nick doesn't change name in new messages in conversation pane
Thunderbird,753797,normal,FIXED,YouSendIt password does not get cleared from password manager if it's no longer valid
Thunderbird,754993,normal,FIXED,Disable default Dropbox support from Filelink
Thunderbird,755632,normal,FIXED,"Missing source-upload, hg-bundle and l10n-check targets"
Thunderbird,755334,normal,FIXED,Errors in the console when there are private IRC conversations
Thunderbird,735524,major,FIXED,Migration wizard window is blank when opened from a compose window
Thunderbird,754564,normal,FIXED,Allow only small icons on Aero
Thunderbird,749613,normal,FIXED,Feed Subscriptions dialog empty after upgrade to v12
Thunderbird,753954,normal,FIXED,Implement the Australis tabs on Linux
Thunderbird,756239,normal,FIXED,YouSendIt password prompt focuses compose windows by default
Thunderbird,756363,normal,FIXED,Remove --verbose from the hg options in the in-tree mozconfig files
Thunderbird,747824,normal,FIXED,Improve attachmentlist navigation
Thunderbird,757209,normal,FIXED,update YSI urls for creating accounts and learning more
Thunderbird,757031,normal,FIXED,On new profile I see a big scary red message when the account provisioner window show up
Thunderbird,744037,normal,FIXED,Add UbuntuOne support for Filelink
Thunderbird,757513,normal,FIXED,Fix connection retry for Account Provisioner if initial attempt to get provider list fails
Thunderbird,752306,normal,FIXED,Cleanup MessageHeader button min-height definition
Thunderbird,755968,normal,FIXED,Clarify text on button that restarts/updates
Thunderbird,696414,normal,FIXED,Attached vCard throws error message last is undefined
Thunderbird,738234,normal,FIXED,Account provisioner success window blocks compose window password prompt
Thunderbird,758328,normal,FIXED,Port changes to allow automatic signing of Thunderbird builds
Thunderbird,752833,normal,FIXED,Random orange: TEST-UNEXPECTED-FAIL | test-update-mailing-list.js::test_contact_in_mailing_list_updated (ml.addressLists is undefined)
Thunderbird,757825,normal,FIXED,Chat UI not correctly hidden on existing profiles
Thunderbird,742662,normal,FIXED,Can't add Search Engines with http referenced images in the xml
Thunderbird,758688,blocker,FIXED,"Thunderbird Bloat & Mozmill tests - Assertion failure: !connections[i]->ConnectionReady(), mozStorageService.cpp:852"
Thunderbird,757823,normal,FIXED,Make Account Provisioner order-form content tab handle and display links
Thunderbird,758237,normal,FIXED,Account Provisioner tab should close and respawn AP dialog if provider XML is corrupt or returns error
Thunderbird,758707,normal,FIXED,Account Provisioner checkboxes should be disabled while search in progress
Thunderbird,758618,normal,FIXED,Account provionner: disable search button if no providers are listed
Thunderbird,758626,normal,FIXED,account provisioner: cannot subscribe a new email address if there an account provisioner tab already open
Thunderbird,754655,normal,FIXED,Images get replaced by placeholder images when saving a message as draft or template multiple times
Thunderbird,396347,normal,FIXED,Meta: Thunderbird 3 accessibility commitments
Thunderbird,759277,normal,FIXED,Update the partner code for Bing
Thunderbird,759114,normal,FIXED,Port bug 723176 - support mac dmg signing in the Thunderbird system
Thunderbird,758682,normal,FIXED,*** in the middle of conversations containing /me messages
Thunderbird,758777,normal,FIXED,Account Provisioner tab should still act normally if the session was restarted
Thunderbird,759163,normal,FIXED,"If Account Provisioner tab is restorable on startup, the Account Provisioner dialog should not open."
Thunderbird,759451,major,FIXED,Accounts created through Hover.com do not appear to work correctly (passwords are incorrect?)
Thunderbird,759327,normal,FIXED,Account Provisioner search button should be disabled if the search input is empty
Thunderbird,759699,normal,FIXED,The MessagesDisplayed event is fired only for large conversations
Thunderbird,759673,normal,FIXED,Runnning with mail.chat.enabled to false makes global search results unclickable
Thunderbird,759816,trivial,FIXED,Remove license headers from HTML template files that are used for each message
Thunderbird,522645,normal,FIXED,Determining what is a feed message regression
Thunderbird,758911,trivial,FIXED,convert mail/base/content/mailCore.js to Services.jsm
Thunderbird,758951,minor,FIXED,convert mail/components/activity/*.js to Services.jsm and MailServices.js
Thunderbird,760390,normal,FIXED,Thunderbird release mozconfigs should take revision arguments from the environment
Thunderbird,760353,normal,FIXED,make source-package fails on comm-esr10 because MKDIR is undefined
Thunderbird,754390,normal,FIXED,Port |Bug 674720 - WebContacts (or Contacts+)| to Thunderbird
Thunderbird,760117,normal,FIXED,Port Bug 751695 - Make our builders pick the correct mozconfig on Windows based on whether they're on a 32-bit or a 64-bit platform
Thunderbird,760624,normal,FIXED,Changed Hover.com password results in Thunderbird saying that there is a network problem.
Thunderbird,760988,minor,FIXED,"Port bug 592133 - Installer includes ""Minefield is a Trademark of The Mozilla Foundation"" when not using official branded"
Thunderbird,756136,normal,FIXED,"not possible to see if the left pane of the Chat tab has focus if ""Conversations"" is selected on Windows/Linux"
Thunderbird,759328,normal,FIXED,Add instant messaging fields to the address book cards
Thunderbird,735215,normal,FIXED,Generic Jabber should be enabled
Thunderbird,739677,normal,FIXED,"[Instant messaging] not all buttons like ""Accounts"", ""New contact"" are keyboard accessible"
Thunderbird,760971,normal,FIXED,Port |Bug 728141 - Replace old synchronous favicons calls in browser| to Thunderbird
Thunderbird,758478,normal,FIXED,TestMailCookie is linked with C compiler instead of C++ compiler
Thunderbird,747298,normal,FIXED,"Find a way to introduce users to the ""Followup"" button for newsgroups"
Thunderbird,762033,normal,FIXED,Daily has a new renovated (no) interface
Thunderbird,762245,normal,FIXED,ysi needs an explicit expiration of 0 to have no expiration
Thunderbird,761983,minor,FIXED,JS error when closing the Thunderbird main window in a removeObserver in search.xml
Thunderbird,761688,trivial,FIXED,JS error at shutdown when calling nsIControllers.removeController from convbrowser.xml
Thunderbird,742669,normal,FIXED,"After closing direct chat with IRC member and IRC channel gets focus, participants list not shown, still previous conversation in use"
Thunderbird,741865,normal,FIXED,Disable Test Pilot Logging by default
Thunderbird,760807,normal,FIXED,Program Compatibility Assistant shown on Windows 8 when setting as default mail client
Thunderbird,763394,normal,FIXED,Black line line around tabs
